rank,club,rating,link,class,season,gender,websource
--,Black Dog 2024-2027,--,,2024,2024,girls,insidelacrosse
--,Black Lax 2024,--,,2024,2024,girls,insidelacrosse
--,C2 Select 2024 Black,--,,2024,2024,girls,insidelacrosse
--,CLC 2024 Bold,--,,2024,2024,girls,insidelacrosse
--,CLC 2024 Pride,--,,2024,2024,girls,insidelacrosse
--,Charlotte Style 2024,--,,2024,2024,girls,insidelacrosse
--,Check-Hers 2024 Black,--,,2024,2024,girls,insidelacrosse
--,Coppermine North 2024,--,,2024,2024,girls,insidelacrosse
--,CT Grizzlies 2024 Navy,--,,2024,2024,girls,insidelacrosse
--,Detroit United Panthers 2024,--,,2024,2024,girls,insidelacrosse
--,Dynamic Lacrosse 2024,--,,2024,2024,girls,insidelacrosse
--,Dynasty Elite 2024 Bravo,--,,2024,2024,girls,insidelacrosse
--,Dynasty Elite 2024 Zulu,--,,2024,2024,girls,insidelacrosse
--,FLG All LI 2024 (Hungtington),--,,2024,2024,girls,insidelacrosse
--,Florida Shine Elite 2024,--,,2024,2024,girls,insidelacrosse
--,Gold Coast 2024 Gold,--,,2024,2024,girls,insidelacrosse
--,Gold Coast 2024 Silver,--,,2024,2024,girls,insidelacrosse
--,Hurricanes 2024 White,--,,2024,2024,girls,insidelacrosse
--,Intrepid Open 2024,--,,2024,2024,girls,insidelacrosse
--,Lakeshore 2024,--,,2024,2024,girls,insidelacrosse
--,Lax Maniax 2024 Black,--,,2024,2024,girls,insidelacrosse
--,LI Jesters 2024 Black,--,,2024,2024,girls,insidelacrosse
--,LI Jesters 2024 Pink,--,,2024,2024,girls,insidelacrosse
--,LI Legacy 2024 Blue,--,,2024,2024,girls,insidelacrosse
--,Lift Lacrosse 2024,--,,2024,2024,girls,insidelacrosse
--,M&D Shore 2024 Black,--,,2024,2024,girls,insidelacrosse
--,MACLAX HS 2024/2025 BLUE,--,,2024,2024,girls,insidelacrosse
--,Mad Dog NJ North 2024 Black,--,,2024,2024,girls,insidelacrosse
--,Mad Dog West Elite 2024,--,,2024,2024,girls,insidelacrosse
--,MFL 2024 Black,--,,2024,2024,girls,insidelacrosse
--,MFL 2024 Blue,--,,2024,2024,girls,insidelacrosse
--,MC Elite 2024 Midnight,--,,2024,2024,girls,insidelacrosse
--,MD United 2024 East,--,,2024,2024,girls,insidelacrosse
--,MDLAX Black 2024,--,,2024,2024,girls,insidelacrosse
--,Metro 2024 Blue,--,,2024,2024,girls,insidelacrosse
--,Metro 2024 Green,--,,2024,2024,girls,insidelacrosse
--,Ladies Bigfoot Lacrosse Gold 2024,--,,2024,2024,girls,insidelacrosse
--,NEMS 2024,--,,2024,2024,girls,insidelacrosse
--,Next Level 2024/2025,--,,2024,2024,girls,insidelacrosse
--,NXT 2024 Black,--,,2024,2024,girls,insidelacrosse
--,NXT 2024 Black,--,,2024,2024,girls,insidelacrosse
--,NXT 2024 Volt,--,,2024,2024,girls,insidelacrosse
--,Phantastix 2024 Purple,--,,2024,2024,girls,insidelacrosse
--,Phantastix 2024 West,--,,2024,2024,girls,insidelacrosse
--,Phantastix 2024 White,--,,2024,2024,girls,insidelacrosse
--,Pittsburgh Premier 2024 Blue,--,,2024,2024,girls,insidelacrosse
--,Predators 2024,--,,2024,2024,girls,insidelacrosse
--,PLG OH Varsity 2024,--,,2024,2024,girls,insidelacrosse
--,Pride 2024 Loudon,--,,2024,2024,girls,insidelacrosse
--,Primetime 2024,--,,2024,2024,girls,insidelacrosse
--,Pure Advantage High School 2024,--,,2024,2024,girls,insidelacrosse
--,Rebels 2024,--,,2024,2024,girls,insidelacrosse
--,Reign 2024,--,,2024,2024,girls,insidelacrosse
--,Renegades 2024,--,,2024,2024,girls,insidelacrosse
--,REV 2024 Black,--,,2024,2024,girls,insidelacrosse
--,REV 2024 Blue,--,,2024,2024,girls,insidelacrosse
--,SJ Shamrocks 2024,--,,2024,2024,girls,insidelacrosse
--,STEPS Elite NJ 2024 Blue,--,,2024,2024,girls,insidelacrosse
--,STEPS Elite NJ 2024 White,--,,2024,2024,girls,insidelacrosse
--,Storm Select 2024,--,,2024,2024,girls,insidelacrosse
--,Team 91 Carolina 2024 (Blue),--,,2024,2024,girls,insidelacrosse
--,The Storm 2024,--,,2024,2024,girls,insidelacrosse
--,TLC 2024 Gold,--,,2024,2024,girls,insidelacrosse
--,TLC 2024 Red,--,,2024,2024,girls,insidelacrosse
--,TLC 2024 White,--,,2024,2024,girls,insidelacrosse
--,TNLAX 2024,--,,2024,2024,girls,insidelacrosse
--,Triumph Aces 2024,--,,2024,2024,girls,insidelacrosse
--,True MI Kalamazoo H.S. 2024,--,,2024,2024,girls,insidelacrosse
--,True National 2024,--,,2024,2024,girls,insidelacrosse
--,True OH 2024/2025,--,,2024,2024,girls,insidelacrosse
--,True PA,--,,2024,2024,girls,insidelacrosse
--,True Pittsburg 2024,--,,2024,2024,girls,insidelacrosse
--,UPROAR 2024 ELITE,--,,2024,2024,girls,insidelacrosse
--,UPROAR 2024/2025 SELECT,--,,2024,2024,girls,insidelacrosse
--,Ultimate CC 2024 Blue,--,,2024,2024,girls,insidelacrosse
--,Ultimate NJ 2024 Blue,--,,2024,2024,girls,insidelacrosse
--,Ultimate PA 2024 Blue,--,,2024,2024,girls,insidelacrosse
--,Ultimate CLT 2024 Blue,--,,2024,2024,girls,insidelacrosse
--,Ultimate NC 2024 Blue,--,,2024,2024,girls,insidelacrosse
--,Valley Select HS Orange 2024,--,,2024,2024,girls,insidelacrosse
--,Xtreme 2024,--,,2024,2024,girls,insidelacrosse
--,LI Yellow Jackets 2024 Kildare,--,,2024,2024,girls,insidelacrosse
--,LI Yellow Jackets 2024 O'Sullivan,--,,2024,2024,girls,insidelacrosse
--,LI Yellow Jackets 2024 Ramos,--,,2024,2024,girls,insidelacrosse
--,LI Yellow Jackets Swarm 2024 Weiner,--,,2024,2024,girls,insidelacrosse
--,Yellow Jackets Mid Atlantic 2024 Rosenburg,--,,2024,2024,girls,insidelacrosse
--,Yellow Jackets North 2024 Mager,--,,2024,2024,girls,insidelacrosse
--,Yellow Jackets Rockland 2024,--,,2024,2024,girls,insidelacrosse
--,Yellow Jackets South 2024,--,,2024,2024,girls,insidelacrosse
--,Yellow Jackets South HS Open,--,,2024,2024,girls,insidelacrosse
--,York Invaders 2024,--,,2024,2024,girls,insidelacrosse
1,Madlax National 2024,99.9,,2024,2020,boys,insidelacrosse
2,Laxachusetts 2024 Black,98.29,,2024,2020,boys,insidelacrosse
3,Nationals Lacrosse Club 2024,96.81,,2024,2020,boys,insidelacrosse
4,Thunder LB3 National 2024,96.73,,2024,2020,boys,insidelacrosse
5,Madlax Capital 2024,96.32,,2024,2020,boys,insidelacrosse
6,Carolina Miners 2024,94.62,,2024,2020,boys,insidelacrosse
7,Mad Dog NJ 2024,94.35,,2024,2020,boys,insidelacrosse
8,True Illinois 2024,94.35,,2024,2020,boys,insidelacrosse
9,Iron Horse Team Texas 2024,93.5,,2024,2020,boys,insidelacrosse
10,Looney's 2024 Old Bay,93.28,,2024,2020,boys,insidelacrosse
11,Laxachusetts 2024 Yellow,93.04,,2024,2020,boys,insidelacrosse
12,Annapolis Hawks 2024,92.87,,2024,2020,boys,insidelacrosse
13,West Coast Starz 2024,92.72,,2024,2020,boys,insidelacrosse
14,Sweetlax National 2024,92.66,,2024,2020,boys,insidelacrosse
15,Primetime 2024,92.38,,2024,2020,boys,insidelacrosse
16,LKS 2024,91.52,,2024,2020,boys,insidelacrosse
17,4Leaf 2024 Army,91.51,,2024,2020,boys,insidelacrosse
18,Thunder 2024 Blue,91.36,,2024,2020,boys,insidelacrosse
19,Team 91 Maryland 2024,91.11,,2024,2020,boys,insidelacrosse
20,Next Level 2024 Blue,91.09,,2024,2020,boys,insidelacrosse
21,Littlenecks 2024,91.02,,2024,2020,boys,insidelacrosse
22,Baltimore Crabs 2024,90.84,,2024,2020,boys,insidelacrosse
23,Resolute 2024,90.72,,2024,2020,boys,insidelacrosse
24,Gorilla 2024 Silver,90.62,,2024,2020,boys,insidelacrosse
25,FCA MD 2024 Blue,90.4,,2024,2020,boys,insidelacrosse
26,Brotherly Love 2024 Apollo,90.29,,2024,2020,boys,insidelacrosse
27,LI Legacy 2024,90.13,,2024,2020,boys,insidelacrosse
28,Big 4 HHH 2024,90.11,,2024,2020,boys,insidelacrosse
29,NH Tomahawks 2024 Purple,89.9,,2024,2020,boys,insidelacrosse
30,Team Illinois 2024,89.72,,2024,2020,boys,insidelacrosse
31,Sweetlax FL 2024,89.71,,2024,2020,boys,insidelacrosse
32,BBL Elite 2024,89.62,,2024,2020,boys,insidelacrosse
33,NXT 2024 Black,89.29,,2024,2020,boys,insidelacrosse
34,FCA MD 2024 White,89.04,,2024,2020,boys,insidelacrosse
35,Philadelphia Freedom 2024 Red,89.02,,2024,2020,boys,insidelacrosse
36,VLC 2024,88.95,,2024,2020,boys,insidelacrosse
37,Jersey Thunder 2024,88.94,,2024,2020,boys,insidelacrosse
38,Patriot Elite 2024 Chrome,88.81,,2024,2020,boys,insidelacrosse
39,Denver Elite 2024 Silver,88.76,,2024,2020,boys,insidelacrosse
40,API 2024,88.33,,2024,2020,boys,insidelacrosse
41,Tri-State 2024,88.25,,2024,2020,boys,insidelacrosse
42,3D New England 2024 Red,88.23,,2024,2020,boys,insidelacrosse
43,Tribal 2024,87.92,,2024,2020,boys,insidelacrosse
44,Juiced Cherries 2024,87.77,,2024,2020,boys,insidelacrosse
45,iM3 2024,87.73,,2024,2020,boys,insidelacrosse
46,Mesa PA 2024,87.58,,2024,2020,boys,insidelacrosse
47,Eclipse 2024 Orange AA,87.53,,2024,2020,boys,insidelacrosse
48,Rising Sons 2024 Navy,87.45,,2024,2020,boys,insidelacrosse
49,Top Caliber 2024,87.2,,2024,2020,boys,insidelacrosse
50,DC Express 2024 Black,87.15,,2024,2020,boys,insidelacrosse
51,Leading Edge 2024,87.14,,2024,2020,boys,insidelacrosse
52,Florida Crabs 2024,87.07,,2024,2020,boys,insidelacrosse
53,Team 91 Carolina 2024,86.81,,2024,2020,boys,insidelacrosse
54,NXT 2024,86.61,,2024,2020,boys,insidelacrosse
55,Sweetlax NY 2024,86.58,,2024,2020,boys,insidelacrosse
56,Cape Cod Kings 2024,86.42,,2024,2020,boys,insidelacrosse
57,LI Legacy 2024 Launch,86.4,,2024,2020,boys,insidelacrosse
58,3D Georgia 2024 AA,86.38,,2024,2020,boys,insidelacrosse
59,SouthShore 2024,86.35,,2024,2020,boys,insidelacrosse
60,True National Midwest 2024,86.35,,2024,2020,boys,insidelacrosse
61,Gonzo 2024,86.26,,2024,2020,boys,insidelacrosse
62,2Way 2024,86.14,,2024,2020,boys,insidelacrosse
63,New England Twisters 2024,86.1,,2024,2020,boys,insidelacrosse
64,Team 91 Long Island 2024 Menace,85.94,,2024,2020,boys,insidelacrosse
65,Sidewinders 2024 Black,85.87,,2024,2020,boys,insidelacrosse
66,CW Elite 2024,85.7,,2024,2020,boys,insidelacrosse
67,NJ Riot 2024 Chaos,85.69,,2024,2020,boys,insidelacrosse
68,HLC 2024,85.44,,2024,2020,boys,insidelacrosse
69,Penguins Select 2024 Blue,85.44,,2024,2020,boys,insidelacrosse
70,Team 11 2024,85.42,,2024,2020,boys,insidelacrosse
71,True Annapolis 2024,85.37,,2024,2020,boys,insidelacrosse
72,RIchmond Hawks 2024,85.33,,2024,2020,boys,insidelacrosse
73,Thundercanes 2024 Black,85.31,,2024,2020,boys,insidelacrosse
74,802 Lacrosse 2024,85.28,,2024,2020,boys,insidelacrosse
75,RI Bulldogs 2024,85.22,,2024,2020,boys,insidelacrosse
76,3D Colorado 2024 AA,85.1,,2024,2020,boys,insidelacrosse
77,302 Elite 2024,85.04,,2024,2020,boys,insidelacrosse
78,The Javelinas,85.02,,2024,2020,boys,insidelacrosse
79,Koopers 2024,84.97,,2024,2020,boys,insidelacrosse
80,Coyotes 2024 Blue,84.9,,2024,2020,boys,insidelacrosse
81,True National Mid Atlantic 2024,84.72,,2024,2020,boys,insidelacrosse
82,MDXR 2024,84.51,,2024,2020,boys,insidelacrosse
83,Blue Star 2024 White,84.45,,2024,2020,boys,insidelacrosse
84,Shamrocks 2024,84.45,,2024,2020,boys,insidelacrosse
85,Baltimore Breakers 2024,84.41,,2024,2020,boys,insidelacrosse
86,Laxachusetts 2024 Navy,84.35,,2024,2020,boys,insidelacrosse
87,Bucks Select 2024 Black,84.33,,2024,2020,boys,insidelacrosse
88,Thunder 2024 Orange,84.33,,2024,2020,boys,insidelacrosse
89,Laxachusetts 2024 Green,84.2,,2024,2020,boys,insidelacrosse
90,NH Tomahawks 2024 Gold,84.17,,2024,2020,boys,insidelacrosse
91,ALC Bay Raiders 2024,84.04,,2024,2020,boys,insidelacrosse
92,Eclipse 2024 Yellow A,83.64,,2024,2020,boys,insidelacrosse
93,Arizona Outlaws 2024,83.63,,2024,2020,boys,insidelacrosse
94,Looney's 2024 Green,83.51,,2024,2020,boys,insidelacrosse
95,Team MN 2024,83.45,,2024,2020,boys,insidelacrosse
96,Saltwater 2024,83.26,,2024,2020,boys,insidelacrosse
97,Bucks Select 2024 Red,83.21,,2024,2020,boys,insidelacrosse
98,True Florida 2024,83.2,,2024,2020,boys,insidelacrosse
99,Laxachusetts 2024 White,82.85,,2024,2020,boys,insidelacrosse
100,True Pittsburgh 2024,82.71,,2024,2020,boys,insidelacrosse
101,Colorado Scorpions 2024,82.62,,2024,2020,boys,insidelacrosse
102,Brotherhood 2024A,82.51,,2024,2020,boys,insidelacrosse
103,RC Lacrosse 2024,82.36,,2024,2020,boys,insidelacrosse
104,Omnia 2024,82.35,,2024,2020,boys,insidelacrosse
105,Blue Star 2024 Navy,82.17,,2024,2020,boys,insidelacrosse
106,Fusion 2024,82.1,,2024,2020,boys,insidelacrosse
107,HEADstrong 2024,82.1,,2024,2020,boys,insidelacrosse
108,3D Maryland 2024,82.01,,2024,2020,boys,insidelacrosse
109,NJ Riot 2024 Rockland,81.83,,2024,2020,boys,insidelacrosse
110,CT Valley 2024 Blue,81.65,,2024,2020,boys,insidelacrosse
111,Ultimate Pittsburgh 2024 White,81.53,,2024,2020,boys,insidelacrosse
112,Bucktown 2024,81.39,,2024,2020,boys,insidelacrosse
113,3D New England 2024 Blue,81.38,,2024,2020,boys,insidelacrosse
114,TEAM Lacrosse 2024,81.33,,2024,2020,boys,insidelacrosse
115,FLC Elite 2024,81.29,,2024,2020,boys,insidelacrosse
116,3D Texas 2024,81.23,,2024,2020,boys,insidelacrosse
117,Patriot Elite 2024,81.15,,2024,2020,boys,insidelacrosse
118,United 2024,81.07,,2024,2020,boys,insidelacrosse
119,Ultimate 2024,80.99,,2024,2020,boys,insidelacrosse
120,EMass Hawks 2024,80.87,,2024,2020,boys,insidelacrosse
121,NXT 2024 Silver,80.83,,2024,2020,boys,insidelacrosse
122,4Leaf 2024 Navy,80.76,,2024,2020,boys,insidelacrosse
123,Piatelli Central 2024 AA,80.7,,2024,2020,boys,insidelacrosse
124,Cavalier 2024,80.66,,2024,2020,boys,insidelacrosse
125,Black Bear 2024,80.49,,2024,2020,boys,insidelacrosse
126,HGR 2024 Blue,80.4,,2024,2020,boys,insidelacrosse
127,True Baltimore 2024,80.35,,2024,2020,boys,insidelacrosse
128,Team Maryland 2024,80.27,,2024,2020,boys,insidelacrosse
129,Littlenecks 2024/2025,79.8,,2024,2020,boys,insidelacrosse
130,Philadelphia Freedom 2024 White,79.78,,2024,2020,boys,insidelacrosse
131,Sidewinders 2024 Volt,79.69,,2024,2020,boys,insidelacrosse
132,DelCo 2024,79.35,,2024,2020,boys,insidelacrosse
133,Team 91 NJ West 2024-2025,79.35,,2024,2020,boys,insidelacrosse
134,2 Knights 2024,79.33,,2024,2020,boys,insidelacrosse
135,DC Express 2024 Orange,79.25,,2024,2020,boys,insidelacrosse
136,Summit Elite 2024 Blue,79.15,,2024,2020,boys,insidelacrosse
137,Denver Elite 2024 Blue,79.1,,2024,2020,boys,insidelacrosse
138,HOCO 2024,79.04,,2024,2020,boys,insidelacrosse
139,Kings 2024 Green,78.99,,2024,2020,boys,insidelacrosse
140,Arsenal 2024/25,78.71,,2024,2020,boys,insidelacrosse
141,True Maryland 2024,78.69,,2024,2020,boys,insidelacrosse
142,Rising Sons 2024,78.56,,2024,2020,boys,insidelacrosse
143,Next Level 2024 Red,78.53,,2024,2020,boys,insidelacrosse
144,Harlem Boston 2024,78.46,,2024,2020,boys,insidelacrosse
145,Rainier Royals 2024,78.39,,2024,2020,boys,insidelacrosse
146,Gaffer Elite 2024,78.32,,2024,2020,boys,insidelacrosse
147,Cape Cod Kings 2024-25,77.99,,2024,2020,boys,insidelacrosse
148,Penguins 2024 Orange,77.81,,2024,2020,boys,insidelacrosse
149,Zingos 2024 Black,77.75,,2024,2020,boys,insidelacrosse
150,Thundercanes 2024 Orange,77.58,,2024,2020,boys,insidelacrosse
151,Seven Hills 2024,77.52,,2024,2020,boys,insidelacrosse
152,Team 91 Colorado 2024,76.93,,2024,2020,boys,insidelacrosse
153,Northside Hustle 2024,76.83,,2024,2020,boys,insidelacrosse
154,Blue Label 2024,76.7,,2024,2020,boys,insidelacrosse
155,3D Colorado 2024 Scorpions,76.36,,2024,2020,boys,insidelacrosse
156,Brady's Bunch 2024,76.33,,2024,2020,boys,insidelacrosse
157,Falcons 2024,76.18,,2024,2020,boys,insidelacrosse
158,Sixers 2024,75.65,,2024,2020,boys,insidelacrosse
159,Team 91 NJ South 2024,75.44,,2024,2020,boys,insidelacrosse
160,EMass Hawks 2024/25,75.42,,2024,2020,boys,insidelacrosse
161,Catamount 2024,75.03,,2024,2020,boys,insidelacrosse
162,MDX-R North 24/25,75.01,,2024,2020,boys,insidelacrosse
163,Dukes Young Guns 2024,74.73,,2024,2020,boys,insidelacrosse
164,Patriot Stars 2024,74.33,,2024,2020,boys,insidelacrosse
165,Blak Widow 2024,74.27,,2024,2020,boys,insidelacrosse
166,HGR 2024 Green,73.86,,2024,2020,boys,insidelacrosse
167,True Colorado 2024,73.11,,2024,2020,boys,insidelacrosse
168,Cold Brook 2024/25,71.12,,2024,2020,boys,insidelacrosse
--,3D NE South 2024,--,,2024,2020,boys,insidelacrosse
--,Annapolis Hawks 2024-2025,--,,2024,2020,boys,insidelacrosse
--,BBL Helix 2024,--,,2024,2020,boys,insidelacrosse
--,Blue Star 2024 Blue,--,,2024,2020,boys,insidelacrosse
--,Dukes National 2024,--,,2024,2020,boys,insidelacrosse
--,Express North 2024 Lawrence,--,,2024,2020,boys,insidelacrosse
--,Harvest 2024,--,,2024,2020,boys,insidelacrosse
--,Headstrong Lehigh Valley 2024,--,,2024,2020,boys,insidelacrosse
--,Tribal 2024 SJ,--,,2024,2020,boys,insidelacrosse
--,L4 Select 2024,--,,2024,2020,boys,insidelacrosse
--,Lax Mafia 2024 National,--,,2024,2020,boys,insidelacrosse
--,Legends National 2024,--,,2024,2020,boys,insidelacrosse
--,Team Eighteen 2024,--,,2024,2020,boys,insidelacrosse
--,MDX-R 2024 Red,--,,2024,2020,boys,insidelacrosse
--,NJ Riot 2024 Mayhem,--,,2024,2020,boys,insidelacrosse
--,PA Roughriders 2024,--,,2024,2020,boys,insidelacrosse
--,Piatelli Pioneer 2024 AA,--,,2024,2020,boys,insidelacrosse
--,Predators 2024,--,,2024,2020,boys,insidelacrosse
--,Rhino National 2024,--,,2024,2020,boys,insidelacrosse
--,Rising Sons 2024 White,--,,2024,2020,boys,insidelacrosse
--,Rock 2024,--,,2024,2020,boys,insidelacrosse
--,Team MN 2024,--,,2024,2020,boys,insidelacrosse
--,True Elite 2024,--,,2024,2020,boys,insidelacrosse
--,True National 2024 Black,--,,2024,2020,boys,insidelacrosse
--,True National 2024 Green,--,,2024,2020,boys,insidelacrosse
--,True New Jersey 2024,--,,2024,2020,boys,insidelacrosse
--,True Utah 2024 Black,--,,2024,2020,boys,insidelacrosse
--,True Utah 2024 Green,--,,2024,2020,boys,insidelacrosse
--,Yeti 2024 Blue,--,,2024,2020,boys,insidelacrosse
--,Yeti 2024-2025 Black,--,,2024,2020,boys,insidelacrosse
--,True Blue 2028,--,,2028,2019,girls,insidelacrosse
--,3 Point Lacrosse 2028,--,,2028,2024,girls,insidelacrosse
--,Aces Navy 2028,--,,2028,2024,girls,insidelacrosse
--,AIM 2028,--,,2028,2024,girls,insidelacrosse
--,Atlantic Shore 2028,--,,2028,2024,girls,insidelacrosse
--,Black Bear 2028/2029,--,,2028,2024,girls,insidelacrosse
--,Coppermine Black 2028,--,,2028,2024,girls,insidelacrosse
--,Doylestown Descendants 2028,--,,2028,2024,girls,insidelacrosse
--,ESLC Pirates 2028,--,,2028,2024,girls,insidelacrosse
--,Freestyle Lacrosse 2028,--,,2028,2024,girls,insidelacrosse
--,Grit Austin 2028,--,,2028,2024,girls,insidelacrosse
--,Hero's 2028 Green,--,,2028,2024,girls,insidelacrosse
--,Lake Effect Storm Elite 2028,--,,2028,2024,girls,insidelacrosse
--,Next Level 2028,--,,2028,2024,girls,insidelacrosse
--,NXT 2028 Black,--,,2028,2024,girls,insidelacrosse
--,NXT 2028 Volt,--,,2028,2024,girls,insidelacrosse
--,NXT Air Spark 2028,--,,2028,2024,girls,insidelacrosse
--,Orange Crush 2028,--,,2028,2024,girls,insidelacrosse
--,Phantastix 2028 West,--,,2028,2024,girls,insidelacrosse
--,Philadelphia Freedom 2028 Red,--,,2028,2024,girls,insidelacrosse
--,Philadelphia Freedom 2028 White,--,,2028,2024,girls,insidelacrosse
--,PPLC Blue 2028/2029,--,,2028,2024,girls,insidelacrosse
--,PRIDE 2028 RED LOUDOUN,--,,2028,2024,girls,insidelacrosse
--,Red Hots 2028,--,,2028,2024,girls,insidelacrosse
--,Salt City Snipers 2028 Green,--,,2028,2024,girls,insidelacrosse
--,Salt City Snipers 2028 Pink,--,,2028,2024,girls,insidelacrosse
--,Sozo 2028 Red,--,,2028,2024,girls,insidelacrosse
--,Ultimate CC 2028,--,,2028,2024,girls,insidelacrosse
--,Ultimate LV 2028,--,,2028,2024,girls,insidelacrosse
--,Ultimate NJ 2028,--,,2028,2024,girls,insidelacrosse
--,Ultimate PA 2028,--,,2028,2024,girls,insidelacrosse
--,Xtreme 2028,--,,2028,2024,girls,insidelacrosse
1,Team 91 Long Island 2024 Wolfpack,99.9,,2024,2023,boys,insidelacrosse
2,True Illinois 2024 Premier AA,99.19,,2024,2023,boys,insidelacrosse
3,Baltimore Crabs 2024,98.92,,2024,2023,boys,insidelacrosse
4,Carolina Miners 2024 Black,98.75,,2024,2023,boys,insidelacrosse
5,LI Legacy 2024 Taz,98.22,,2024,2023,boys,insidelacrosse
6,3D New England 2024 Red,98.21,,2024,2023,boys,insidelacrosse
7,Brotherly Love 2024 Mueller-Hercules,98.1,,2024,2023,boys,insidelacrosse
8,Annapolis Hawks 2024 Green,97.98,,2024,2023,boys,insidelacrosse
9,Next Level 2024 Blue,97.75,,2024,2023,boys,insidelacrosse
10,True National 2024 Black,97.5,,2024,2023,boys,insidelacrosse
11,Denver Elite 2024 Silver,97.48,,2024,2023,boys,insidelacrosse
12,Team 91 CO 2024 Turbo,97.46,,2024,2023,boys,insidelacrosse
13,Laxachusetts 2024 Black,97.16,,2024,2023,boys,insidelacrosse
14,Thunder 2024 Blue,96.66,,2024,2023,boys,insidelacrosse
15,Tri-State 2024,96.65,,2024,2023,boys,insidelacrosse
16,Primetime 2024,96.61,,2024,2023,boys,insidelacrosse
17,Mad Dog West Elite 2024 Black,96.51,,2024,2023,boys,insidelacrosse
18,Leading Edge 2024,96.5,,2024,2023,boys,insidelacrosse
19,FCA MD 2024 Blue,96.41,,2024,2023,boys,insidelacrosse
20,Team 91 South 2024,96.4,,2024,2023,boys,insidelacrosse
21,BBL Elite 2024 Black,96.35,,2024,2023,boys,insidelacrosse
22,West Coast Starz 2024 Gold,96.19,,2024,2023,boys,insidelacrosse
23,LI Express 2024 Schwalje,96.0,,2024,2023,boys,insidelacrosse
24,Team 91 Colorado 2024 Red,95.97,,2024,2023,boys,insidelacrosse
25,Team 91 Maryland 2024,95.83,,2024,2023,boys,insidelacrosse
26,Express North 2024 Black,95.73,,2024,2023,boys,insidelacrosse
27,4Leaf 2024 Army,95.72,,2024,2023,boys,insidelacrosse
28,Eclipse 2024 Black,95.61,,2024,2023,boys,insidelacrosse
29,ADVNC NDP NorCal 2024,95.44,,2024,2023,boys,insidelacrosse
30,Sweetlax 2024 Navy,95.37,,2024,2023,boys,insidelacrosse
31,NE Twisters 2024 Blue,95.35,,2024,2023,boys,insidelacrosse
32,True Baltimore 2024 Black,95.11,,2024,2023,boys,insidelacrosse
33,Resolute 2024 Black,95.02,,2024,2023,boys,insidelacrosse
34,Big 4 HHH 2024,95.01,,2024,2023,boys,insidelacrosse
35,Team 91 Charlotte 2024 Blue,94.99,,2024,2023,boys,insidelacrosse
36,Madlax Capital 2024,94.91,,2024,2023,boys,insidelacrosse
37,Shore2Shore 2024 Vikings,94.85,,2024,2023,boys,insidelacrosse
38,NH Tomahawks 2024 Purple,94.68,,2024,2023,boys,insidelacrosse
39,2Way 2024 Black,94.65,,2024,2023,boys,insidelacrosse
40,Philadelphia Freedom 2024 Red,94.62,,2024,2023,boys,insidelacrosse
41,Edge 2024,94.45,,2024,2023,boys,insidelacrosse
42,Duke's Elite 2024,94.37,,2024,2023,boys,insidelacrosse
43,Nationals Lacrosse Club 2024,94.36,,2024,2023,boys,insidelacrosse
44,RI Bulldogs 2024 Black,94.29,,2024,2023,boys,insidelacrosse
45,True MN 2024 AAA,94.2,,2024,2023,boys,insidelacrosse
46,Texas Nationals 2024,94.19,,2024,2023,boys,insidelacrosse
47,DC Express 2024 Black,94.07,,2024,2023,boys,insidelacrosse
48,CW Elite 2024,94.07,,2024,2023,boys,insidelacrosse
49,Juiced Cherries 2024,94.03,,2024,2023,boys,insidelacrosse
50,Legends National 2024,94.01,,2024,2023,boys,insidelacrosse
51,Sweetlax FL 2024,93.99,,2024,2023,boys,insidelacrosse
52,Fighting Clams 2024,93.98,,2024,2023,boys,insidelacrosse
53,Orange Crush 2024,93.91,,2024,2023,boys,insidelacrosse
54,ADVNC National 2024,93.9,,2024,2023,boys,insidelacrosse
55,Predators 2024,93.89,,2024,2023,boys,insidelacrosse
56,NE Blazers 2024,93.87,,2024,2023,boys,insidelacrosse
57,True National 2024 Green,93.55,,2024,2023,boys,insidelacrosse
58,NXT 2024 Mamba,93.45,,2024,2023,boys,insidelacrosse
59,Harvest 2024,93.43,,2024,2023,boys,insidelacrosse
60,Team Oregon 2024 AA,93.41,,2024,2023,boys,insidelacrosse
61,Patriot Elite 2024 Green,93.4,,2024,2023,boys,insidelacrosse
62,Brotherly Love 2024 Apollo,93.37,,2024,2023,boys,insidelacrosse
63,Eclipse 2024 Orange,93.22,,2024,2023,boys,insidelacrosse
64,Team MN 2024,93.11,,2024,2023,boys,insidelacrosse
65,HOCO 2024,93.02,,2024,2023,boys,insidelacrosse
66,Team 91 Georgia 2024,92.85,,2024,2023,boys,insidelacrosse
67,Sweetlax Upstate 2024,92.67,,2024,2023,boys,insidelacrosse
68,UNRL National 2024,92.67,,2024,2023,boys,insidelacrosse
69,Laxachusetts 2024 Yellow,92.64,,2024,2023,boys,insidelacrosse
70,True Utah 2024 AA,92.61,,2024,2023,boys,insidelacrosse
71,Patriot Elite 2024,92.6,,2024,2023,boys,insidelacrosse
72,Alpha 2024 Premiere AA,92.46,,2024,2023,boys,insidelacrosse
73,California Gold 2024,92.45,,2024,2023,boys,insidelacrosse
74,Clams 2024 Blue,92.39,,2024,2023,boys,insidelacrosse
75,Prostart 2024 Blue,92.39,,2024,2023,boys,insidelacrosse
